instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kategori
710,2012-12-10,Winter,2012,December,0,Monday,1,2,0.46938993187351213,0.46796146733691557,0.9511568123393316,0.34616828495109897,329,4841,5170,Tinggi
711,2012-12-11,Winter,2012,December,0,Tuesday,1,2,0.36659088196102213,0.34035759327846865,0.6135393316195372,0.5641341798618059,282,5219,5501,Tinggi
712,2012-12-12,Winter,2012,December,0,Wednesday,1,2,0.2970202231275184,0.2865067422184371,0.5535557840616966,0.28974152871959236,310,5009,5319,Tinggi
713,2012-12-13,Winter,2012,December,0,Thursday,1,1,0.29494305929474124,0.28237194195422993,0.4995712082262211,0.3128144254257055,425,5107,5532,Tinggi
714,2012-12-14,Winter,2012,December,0,Friday,1,1,0.2772915278879493,0.282377192494248,0.6610971722365038,0.22437381885920693,429,5182,5611,Tinggi
715,2012-12-15,Winter,2012,December,0,Saturday,0,1,0.33024861420650475,0.3403838459785588,0.6688092544987146,0.17308445170843956,767,4280,5047,Tinggi
716,2012-12-16,Winter,2012,December,0,Sunday,0,2,0.3780134139676621,0.3818040435458786,0.8624678663239074,0.1615232647241756,538,3248,3786,Sedang
717,2012-12-17,Winter,2012,December,0,Monday,1,2,0.41643284555495663,0.42323342955823007,0.9327331619537275,0.1564029865300215,212,4373,4585,Sedang
718,2012-12-18,Winter,2012,December,0,Tuesday,1,1,0.438238704627303,0.4340075376752499,0.6850899742930591,0.41027432461990637,433,5124,5557,Tinggi
719,2012-12-19,Winter,2012,December,0,Wednesday,1,1,0.3406319412722112,0.345344293660603,0.6431023136246786,0.33335367398565946,333,4934,5267,Tinggi
720,2012-12-20,Winter,2012,December,0,Thursday,1,2,0.3375168185475903,0.3362280435542795,0.6868041131105398,0.2269177747683691,314,3814,4128,Sedang
721,2012-12-21,Spring,2012,December,0,Friday,1,2,0.33336373693112564,0.29232040265341286,0.5724082262210797,0.7256485799097989,221,3402,3623,Sedang
722,2012-12-22,Spring,2012,December,0,Saturday,0,1,0.2575615865992903,0.20614066406729925,0.45372750642673515,0.7936035382839596,205,1544,1749,Sedang
723,2012-12-23,Spring,2012,December,0,Sunday,0,1,0.23264060480232307,0.23680119250264886,0.5299917737789203,0.2281959373807521,408,1379,1787,Sedang
724,2012-12-24,Spring,2012,December,0,Monday,1,2,0.21453675757591623,0.23605167791507353,0.813680205655527,0.1130528645994929,174,746,920,Rendah
725,2012-12-25,Spring,2012,December,1,Tuesday,0,2,0.289299702966818,0.2827355418504792,0.7555609254498714,0.3016758567245681,440,573,1013,Sedang
726,2012-12-26,Spring,2012,December,0,Wednesday,1,3,0.22952548207770213,0.1854272836961281,0.8466149100257069,0.606414562147874,9,432,441,Rendah
727,2012-12-27,Spring,2012,December,0,Thursday,1,2,0.2430251779171193,0.19370869793958306,0.6713799485861182,0.6756559293448202,247,1867,2114,Sedang
728,2012-12-28,Spring,2012,December,0,Friday,1,2,0.24198597297618574,0.23099278260769113,0.6066838046272492,0.27434997700338076,644,2451,3095,Sedang
729,2012-12-29,Spring,2012,December,0,Saturday,0,2,0.24198597297618574,0.214393200340655,0.7742077120822621,0.21026042975537823,159,1182,1341,Sedang
730,2012-12-30,Spring,2012,December,0,Sunday,0,1,0.24510109570080668,0.2003480057923957,0.49700051413881746,0.6769361535098037,364,1432,1796,Sedang
731,2012-12-31,Spring,2012,December,0,Monday,1,2,0.19525913210687218,0.1895673345003533,0.5938303341902313,0.2730615066279947,439,2290,2729,Sedang
